id,redacted_text,redacted_cases,total_duration_seconds,created_at,model
165771,I'm <NAME_1>. I will be picking up the test results for patient <NAME_2>. We've been assigned number <PHONE_1> for identification.,"[{'text': 'Garrick Murray', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Leuschke', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}, {'text': '2191941526453503', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",3.41,2025-04-15T12:40:12.450525-07:00,redaction-model-fs:4b
165772,"Dear <NAME_1>, As our National Brand Architect, we need you to conduct an internal audit of our Usability operations, specifically focused on our compliance with Administrative Law. Please use the data from <IP_ADDRESS_1> and <IP_ADDRESS_2> in the investigation.","[{'text': 'Carmen', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '109.4.61.213', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': '4d36:f8ad:4ebd:1bff:c5eb:62aa:b4d7:dddf', 'placeholder': '<IP_ADDRESS_2>', 'type': 'ip_address', 'confidence': 0.97}]",3.98,2025-04-15T12:40:16.437510-07:00,redaction-model-fs:4b
165773,Cardiac consult reminder for <NAME_1> on <DATE_1> at <TIME_1>. Commute to our clinic at <ADDRESS_1> near <COORDINATE_1>.,"[{'text': 'Stephen', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '10/03/1976', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': '4:40 AM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}, {'text': 'S Broadway 61915', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.95}, {'text': '[-56.5612,-68.9245]', 'placeholder': '<COORDINATE_1>', 'type': 'coordinate', 'confidence': 0.96}]",4.59,2025-04-15T12:40:21.037480-07:00,redaction-model-fs:4b
165774,"Ms.North, our office in Essex confirmed your visit with health psychologist at <DATE_1>.<TIME_1>. Your file with ID <IDENTIFICATION_1> is updated.","[{'text': 'Ms.North', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Essex', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.96}, {'text': '10:02 AM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}, {'text': '04-558619-832604-8', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification', 'confidence': 0.99}]",3.95,2025-04-15T12:40:24.997822-07:00,redaction-model-fs:4b
165775,"Miss <NAME_1>, we have forwarded your credentials to the Orthopedics division. They are expecting your arrival tomorrow.","[{'text': 'Emory', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",2.08,2025-04-15T12:40:27.087680-07:00,redaction-model-fs:4b
165776,"To facilitate your payments for treatment, the hospital accepts transactions from cards issued by discover bearing numbers like <PHONE_1>.","[{'text': '2948447876023997', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.99}]",2.29,2025-04-15T12:40:29.387726-07:00,redaction-model-fs:4b
165777,"I've noticed some unusual activities related to the credit card number <PHONE_1>. The transactions are coming from the IP address <EMAIL_1>. As our Investor Program Supervisor, could you please investigate?","[{'text': '6381973478101820', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '215.114.180.213', 'placeholder': '<EMAIL_1>', 'type': 'ip_address', 'confidence': 0.97}]",3.17,2025-04-15T12:40:32.568672-07:00,redaction-model-fs:4b
165778,"The location for the parent-teacher meeting has been moved to <LANDMARK_1>. Please use the following GPS coordinates [41.948,-53.5323] for exact navigation.","[{'text': 'Veterans Memorial Highway', 'placeholder': '<LANDMARK_1>', 'type': 'landmark', 'confidence': 0.98}]",2.37,2025-04-15T12:40:34.944624-07:00,redaction-model-fs:4b
165779,"Appointment reminder for <NAME_1> on 16/11/1983, paid via <CREDIT_CARD_1>.","[{'text': 'Rebeca', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '16/11/1983', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'mastercard number ending in 5982215161172252', 'placeholder': '<CREDIT_CARD_1>', 'type': 'financial_information', 'confidence': 0.99}]",3.53,2025-04-15T12:40:38.486953-07:00,redaction-model-fs:4b
165780,Curriculum development that suits the modern Research' is our new project. Aimed at equipping students with the much needed digital skills. Module updates will be via the specified 250.59.196.86 <IP_ADDRESS_1>.,"[{'text': '250.59.196.86', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.58,2025-04-15T12:40:41.080506-07:00,redaction-model-fs:4b
165781,"Dr. Feeney, we'd like to share a study on <CITY_1>'s education trends. It'll be an interesting reference point. I'll email it, <EMAIL_1>, with intriguing insights along with the data.","[{'text': 'Barnstable Town', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': 'Jana_Collier@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",2.97,2025-04-15T12:40:44.055173-07:00,redaction-model-fs:4b
165782,"For immediate attention: <NAME_1>, <NAME_2> is recommended to undergo a change in her psychopharmacological regimen.","[{'text': 'Patient Johnson', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Cassie August', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}]",2.62,2025-04-15T12:40:46.683838-07:00,redaction-model-fs:4b
165783,Connect with <NAME_1> to discuss ways how policy reform can revolutionize education in <CITY_1>.,"[{'text': 'Harvey', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Uri', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.95}]",2.54,2025-04-15T12:40:49.229421-07:00,redaction-model-fs:4b
165784,"Our body, like a car, needs proper care. Your consistent check-ups, diagnosis, and medical history including '<IDENTIFIER_1>' and '<IDENTIFIER_2>' provide unique identification to our health.","[{'text': ""'4EBV86HZXGGE66625'"", 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': ""'AU29QFT'"", 'placeholder': '<IDENTIFIER_2>', 'type': 'identification_number', 'confidence': 0.97}]",3.06,2025-04-15T12:40:52.296821-07:00,redaction-model-fs:4b
165785,"Our Two-spirit centric nutrition sessions are designed to accommodate diet needs based on your <DATE_1>, 1909.","[{'text': 'February 4, 1909', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}]",2.18,2025-04-15T12:40:54.486747-07:00,redaction-model-fs:4b
165786,"Hello, a higher incidence of viral illness is spreading in the Southwest region - particularly in the <GENDER_1> gender. Need to request additional funds, budget proposal in the making.","[{'text': 'Male', 'placeholder': '<GENDER_1>', 'type': 'gender', 'confidence': 0.97}]",2.21,2025-04-15T12:40:56.706121-07:00,redaction-model-fs:4b
165787,"Hello Mr.<NAME_1>, We received your last payment, we noticed that the last four digits of your card are <PHONE_1> on our end. Please contact our office if this information is incorrect.","[{'text': 'Kerluke', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '0760991685235721', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.97}]",2.97,2025-04-15T12:40:59.689854-07:00,redaction-model-fs:4b
165788,Call our Facilitator at <PHONE_1> over <IP_ADDRESS_1> if you spot any inconsistencies in the report.,"[{'text': '4 PM', 'placeholder': '<TIME_1>', 'type': 'sensitive_time', 'confidence': 0.97}, {'text': '152.58.179.27', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.78,2025-04-15T12:41:02.485591-07:00,redaction-model-fs:4b
165789,Notice for IQD payment for the upcoming legal education session. The amount charged will be £0.001b. You can process the payment with your credit card associated with number <PHONE_1>.,"[{'text': '6259724424541296', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.99}]",2.46,2025-04-15T12:41:04.953538-07:00,redaction-model-fs:4b
165790,The regulation documents are stored in the Checking Account. Could you access them using the password <PASSWORD_1> and send them over to our North West England branch?,"[{'text': 'h4yW2I4iydWh', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",2.31,2025-04-15T12:41:07.275339-07:00,redaction-model-fs:4b
165791,"Dear Branson, we've a potential security issue. Ensure users' sensitive details including <ID_1> and <ID_2> are encrypted and kept safe.","[{'text': '34EUu2QzxVkmBLo4anvhitwWwV1ux6vDW', 'placeholder': '<ID_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '3CkiYCgdy1gmYJPwHjU2xjuLNtM7T', 'placeholder': '<ID_2>', 'type': 'identification_number', 'confidence': 0.98}]",3.23,2025-04-15T12:41:10.517053-07:00,redaction-model-fs:4b
165792,"As Nurses, we often work the Southwest wing in shifts. Next week, I'll be on the Day shift, my extension is +004-57 515 8727.","[{'text': '+004-57 515 8727', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",2.47,2025-04-15T12:41:12.992857-07:00,redaction-model-fs:4b
165793,"Jewel, our investigation revealed a breach of laws related to your data. Particularly, your 37-505230-892683-9 and 08:7a:81:2f:48:fd.","[{'text': '37-505230-892683-9', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '08:7a:81:2f:48:fd', 'placeholder': '<IDENTIFICATION_2>', 'type': 'ip_address', 'confidence': 0.98}]",3.33,2025-04-15T12:41:16.331647-07:00,redaction-model-fs:4b
165794,"Hello, we would like to initiate a payment to the psychology department. The amount is calculated in local currency, Rand. Please transfer it to <BANK_1>.","[{'text': 'the psychology department', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': 'Rand', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.99}, {'text': 'IBAN JO30FXCH0053016004002590010078', 'placeholder': '<BANK_1>', 'type': 'bank_account', 'confidence': 0.98}]",3.51,2025-04-15T12:41:19.854337-07:00,redaction-model-fs:4b
165795,"According to Kuphal - Gislason's policy, the payment for tuition fee is accepted in <CURRENCY_1>.","[{'text': 'Indian Rupee', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.98}]",2.14,2025-04-15T12:41:22.001158-07:00,redaction-model-fs:4b
165796,"Our marketing strategy focuses on Cisgenders in Baden-Württemberg with IPs in the range of 192.234.138.111 and 41bd:5dec:8ee3:c6c0:026a:fa3f:8b18:febc. For further details, touch base at <NAME_1>@hotmail.com.","[{'text': 'Opal_OConner', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '192.234.138.111', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': '41bd:5dec:8ee3:c6c0:026a:fa3f:8b18:febc', 'placeholder': '<IP_2>', 'type': 'ip_address', 'confidence': 0.97}]",4.33,2025-04-15T12:41:26.342912-07:00,redaction-model-fs:4b
165797,"I need the latest update on assessment results. Please send the files to <EMAIL_1>. For your extra time, we'll offer you <PHONE_1> but please provide your <EMAIL_1> account details.","[{'text': 'Valentine4@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}, {'text': 'Kip 100,000', 'placeholder': '<PHONE_1>', 'type': 'financial', 'confidence': 0.95}]",2.97,2025-04-15T12:41:29.319949-07:00,redaction-model-fs:4b
165798,Could you please provide your <NAME_1> and <PHONE_1> as it helps us in making our reports more accurate?,"[{'text': 'Green', 'placeholder': '<NAME_1>', 'type': 'email', 'confidence': 0.97}, {'text': '6\' 4""', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.95}]",2.62,2025-04-15T12:41:31.949695-07:00,redaction-model-fs:4b
165799,Calling for your Investment Account (number <PHONE_1>) statements as per recent tax law changes. These are essential for your next tax return. Also confirm transactions in <PHONE_1>. Call <EMAIL_1> for queries.,"[{'text': '48308813', 'placeholder': '<PHONE_1>', 'type': 'identification number', 'confidence': 0.98}, {'text': 'kr998k', 'placeholder': '<PHONE_1>', 'type': 'financial information', 'confidence': 0.97}, {'text': '+390 599-968-1230', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",3.66,2025-04-15T12:41:35.613734-07:00,redaction-model-fs:4b
165800,"Stevie, our credit card payment system has been updated. Please use card issued by <FINANCIAL_1> for all future payments.","[{'text': 'visa', 'placeholder': '<FINANCIAL_1>', 'type': 'financial_information', 'confidence': 0.98}]",2.15,2025-04-15T12:41:37.770995-07:00,redaction-model-fs:4b
165801,Could we schedule a meeting at <TIME_1> regarding the property in state <STATE_1> with postal code <POSTAL_CODE_1>?,"[{'text': '11:12 PM', 'placeholder': '<TIME_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'Alaska', 'placeholder': '<STATE_1>', 'type': 'city', 'confidence': 0.95}, {'text': '99578', 'placeholder': '<POSTAL_CODE_1>', 'type': 'postal_code', 'confidence': 0.96}]",3.28,2025-04-15T12:41:41.062263-07:00,redaction-model-fs:4b
165802,"Hi <NAME_1>, can you confirm your <IDENTIFICATION_1> <DATE_1> for the ICU record? We have a slot in the Southwest wing. And if there’s any changes in your personal info, REPORT IMMEDIATELY IN THE SYSTEM.","[{'text': 'Hosea', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '479-13-8850', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification', 'confidence': 0.98}, {'text': '11/43', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}]",3.61,2025-04-15T12:41:44.680516-07:00,redaction-model-fs:4b
165803,"Nels, the code you submitted for the networking assignment shows similarities with <NAME_1>'s code, notably the part dealing with MAC db:<MAC_1>.<MAC_2>.<MAC_3>.<MAC_4>.<MAC_5>.<MAC_6>. Please clarify.","[{'text': 'Nels', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'c0:c1:05:bf:5d', 'placeholder': '<MAC_1>.<MAC_2>.<MAC_3>.<MAC_4>.<MAC_5>.<MAC_6>', 'type': 'mac_address', 'confidence': 0.98}]",3.47,2025-04-15T12:41:48.163841-07:00,redaction-model-fs:4b
165804,"We noted several transactions made from your account 71573733 amounting to a total of 764,336.48Rufiyaa. Was this part of your departmental budget allocation for the organizational redesign project? Please confirm.","[{'text': '71573733', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '764,336.48Rufiyaa', 'placeholder': '<FINANCIAL_1>', 'type': 'financial_information', 'confidence': 0.97}]",3.2,2025-04-15T12:41:51.369035-07:00,redaction-model-fs:4b
165805,"Hi team, I am facing some technical difficulties accessing our website https://rusty-sweater.org. Could anyone please look into the related IP addresses and prevent any potential anomalies?","[{'text': 'rusty-sweater.org', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.98}, {'text': '2a53:8f40:3fcb:dea5:dfa6:8ca2:cf3b:e6ea', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.13,2025-04-15T12:41:54.511507-07:00,redaction-model-fs:4b
165806,"As a reminder, the Mathematics Education conference is approaching. We're currently seeking vendors and sponsors. We appreciate any contribution made via <PHONE_1> at this address: <ADDRESS_1> starting July 5, 2023.","[{'text': '1wcy8u4zbKiZA4CANutQohXaN49EJmFioXJZ', 'placeholder': '<PHONE_1>', 'type': 'bitcoin', 'confidence': 0.98}, {'text': 'Apt. 259', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}]",3.23,2025-04-15T12:41:57.756601-07:00,redaction-model-fs:4b
165807,"Dear <NAME_1>, your credit card ending in <CREDIT_CARD_NUMBER>, will be charged for amount <AMOUNT_1>₩ for the course fee. For any disputes, reach us on <PHONE_NUMBER>.","[{'text': 'Roma_Altenwerth', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '7906933320437749', 'placeholder': '<CREDIT_CARD_NUMBER>', 'type': 'credit_card', 'confidence': 0.98}, {'text': '666,673.23₩', 'placeholder': '<AMOUNT_1>', 'type': 'financial_amount', 'confidence': 0.97}, {'text': '+535-777.204.9743', 'placeholder': '<PHONE_NUMBER>', 'type': 'phone', 'confidence': 0.96}]",4.41,2025-04-15T12:42:02.174697-07:00,redaction-model-fs:4b
165808,"Dear Rocky, the results prove the efficacy of alternative medicine on people your age (<AGE_1>). For details, connect to <NAME_1>@<EMAIL_1>.","[{'text': '40', 'placeholder': '<AGE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'Isobel_Aufderhar', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",3.28,2025-04-15T12:42:05.469124-07:00,redaction-model-fs:4b
165809,"Dakota, congratulations on getting elected as our class president. Can you prepare a presentation on Time Management and present it at our upcoming meet at <ADDRESS_1>?","[{'text': 'Dakota', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '66952', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.99}]",2.73,2025-04-15T12:42:08.210816-07:00,redaction-model-fs:4b
165810,"Hey <CITY_1>, we’ve received your application for educational funding. Your fund application process is underway and you shall receive $<AMOUNT_1> once the process is completed.","[{'text': 'Alberta', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': '$0.4m', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}]",2.76,2025-04-15T12:42:10.979227-07:00,redaction-model-fs:4b
165811,"We need some clarification regarding expenditure on your travel using the card 1417506813461516, finalized under the IP: 6b3b:c6fc:209a:e5b1:9b4f:ea5b:8a5e:e58e. We request further clarification on the implication of this. Best, Account Team.","[{'text': '1417506813461516', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': '6b3b:c6fc:209a:e5b1:9b4f:ea5b:8a5e:e58e', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.96,2025-04-15T12:42:14.952390-07:00,redaction-model-fs:4b
165812,Donations for our public health initiative are encouraged through cryptocurrency. Please use <EMAIL_1> or <EMAIL_1>.,"[{'text': '0x1ff90b9ec7fa013d7fadc6ae33da9d9ed7baec0b', 'placeholder': '<EMAIL_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '34nfuko7AiX7MXkz6syvQ38auUycszmMwMQEw', 'placeholder': '<EMAIL_1>', 'type': 'financial_information', 'confidence': 0.97}]",3.26,2025-04-15T12:42:18.225163-07:00,redaction-model-fs:4b
165813,"Curriculum-related expenses are expected to be around $5,000. You can make the payment using the following card number <PHONE_1> provided by maestro, the CVV is <EMAIL_1>.","[{'text': '$5,000', 'placeholder': '<NAME_1>', 'type': 'financial', 'confidence': 0.98}, {'text': '6173307729169752', 'placeholder': '<ADDRESS_1>', 'type': 'financial', 'confidence': 0.97}, {'text': '531', 'placeholder': '<CITY_1>', 'type': 'financial', 'confidence': 0.95}]",3.53,2025-04-15T12:42:21.770161-07:00,redaction-model-fs:4b
165814,"Hey <NAME_1>, welcome aboard. We'll refund your travel. Please provide your card number ending in <CARD_NUMBER_1>, Also, ensure wiring through <CURRENCY_1>.","[{'text': 'Mary', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'ending in 8213589685195097', 'placeholder': '<CARD_NUMBER_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': 'MXN', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.97}]",3.48,2025-04-15T12:42:25.262859-07:00,redaction-model-fs:4b
165815,"Despite several warnings, Selena.Swift continues to disrupt classes. I'd like to set a meeting with his parents Dr. Gulgowski to discuss the matter. Please reach them at <PHONE_1> and arrange a suitable time.","[{'text': 'Selena.Swift', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Dr. Gulgowski', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': '+23-49 744 0085', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",3.51,2025-04-15T12:42:28.784191-07:00,redaction-model-fs:4b
165816,"Ms. <NAME_1>, accused of hacking, had been tracked via IP address of <IP_1>. The system was breached using the user agent identified as <USER_AGENT_1>.","[{'text': 'Lelah Ward', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '193.41.39.79', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': 'Opera/10.56 (X11; Linux i686; U; FA Presto/2.9.175 Version/11.00)', 'placeholder': '<USER_AGENT_1>', 'type': 'user_agent', 'confidence': 0.97}]",3.87,2025-04-15T12:42:32.654712-07:00,redaction-model-fs:4b
165817,Our Forward Directives Architect reports a delay in delivery at <CITY_1> due to redirection to the Northwest route.,"[{'text': 'Powys', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}]",2.07,2025-04-15T12:42:34.733334-07:00,redaction-model-fs:4b
165818,"I am sending you an email about the potential risks involved in the life skills education program. Our IT assistant found out security issues on IP addresses <IP_1>, <IP_2>, please let us know more about it.","[{'text': '149.123.141.240', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'ca9f:5ca7:00c3:bc12:a1c1:f65d:a643:9d1b', 'placeholder': '<IP_2>', 'type': 'ip_address', 'confidence': 0.98}]",3.44,2025-04-15T12:42:38.180090-07:00,redaction-model-fs:4b
165819,Regarding illegal sign board placed at <ADDRESS_1>. You can get detailed view of complaint at <URL_1>.,"[{'text': '390, Wiza Spur', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}, {'text': 'https://sentimental-anatomy.biz', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",2.72,2025-04-15T12:42:40.909131-07:00,redaction-model-fs:4b
165820,"Update - our school's annual concert's tickets are available now. As a confirmed payment method, please use <PHONE_1>. The discover card CVV is <EMAIL_1>.","[{'text': '7544035128672631', 'placeholder': '<PHONE_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '418', 'placeholder': '<EMAIL_1>', 'type': 'financial_information', 'confidence': 0.97}]",2.98,2025-04-15T12:42:43.903416-07:00,redaction-model-fs:4b
165821,"Connor, we connected you with auto diagnostic services for <PHONE_1> as per your request.","[{'text': 'WWNTE2JH4XWA82966', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification number', 'confidence': 0.99}]",2.18,2025-04-15T12:42:46.098533-07:00,redaction-model-fs:4b
165822,"Mr. <NAME_1>, thank you for your wonderful session on teaching methodologies. We have scheduled a similar session next week on <DATE_1> at <TIME_1>. I will share the zoom link shortly.","[{'text': 'Mr. Bogan', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '01/11/1974', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '12:54 PM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.96}]",3.5,2025-04-15T12:42:49.608175-07:00,redaction-model-fs:4b
